address,province,city,district,latitude,count,longitude
吉林省四平市公主岭市怀德镇三合堡村8组,吉林省,四平市,公主岭市,43.815208,2,124.706909
吉林省四平市公主岭市秦家屯镇南平村5队,吉林省,四平市,公主岭市,43.785648,1,124.657082
天津市宁河区芦台镇王北村,天津市,天津市,宁河区,39.358971,1,117.771988
天津市宁河区芦台镇运河家园,天津市,天津市,宁河区,39.351799,3,117.802422
天津市宝坻区宝平街道华苑东区,天津市,天津市,宝坻区,39.709171,1,117.30587
天津市宝坻区宝平街道宝平景苑东区,天津市,天津市,宝坻区,39.70789,1,117.295311
天津市宝坻区宝平街道宝平景苑西区,天津市,天津市,宝坻区,39.70902,1,117.29137
天津市宝坻区宝平街道河景馨园小区,天津市,天津市,宝坻区,39.702579,3,117.289268
天津市宝坻区朝霞街道开元新居小区,天津市,天津市,宝坻区,39.733511,1,117.299005
天津市宝坻区海滨街道宝鑫景苑小区,天津市,天津市,宝坻区,39.73172,2,117.321983
天津市宝坻区海滨街道御景华城小区,天津市,天津市,宝坻区,39.738712,2,117.350296
天津市宝坻区牛道口镇焦山寺村,天津市,天津市,宝坻区,39.779079,1,117.290787
天津市宝坻区钰华街道凯瑞国际小区,天津市,天津市,宝坻区,39.722679,2,117.336433
天津市宝坻区大口屯镇古庄村,天津市,天津市,宝坻区,39.592751,1,117.258926
天津市宝坻区大钟庄镇大钟庄村,天津市,天津市,宝坻区,39.687401,2,117.577377
天津市宝坻区口东镇前齐各庄村,天津市,天津市,宝坻区,39.669762,4,117.405441
天津市宝坻区宝平街道瑞景花园小区,天津市,天津市,宝坻区,39.72253,1,117.311768
天津市宝坻区朝霞街道状元城小区,天津市,天津市,宝坻区,39.735738,1,117.287721
天津市宝坻区林亭口镇窝贝厂村,天津市,天津市,宝坻区,39.603519,1,117.533508
天津市宝坻区钰华街道金玉四园小区,天津市,天津市,宝坻区,39.71131,1,117.319656
天津市宝坻区宝平街道宝境檀香小区,天津市,天津市,宝坻区,39.6931,1,117.276573
天津市宝坻区牛道口镇沟头村,天津市,天津市,宝坻区,39.814442,1,117.207428
天津市宝坻区宝平街道凯旋家园小区,天津市,天津市,宝坻区,39.695438,2,117.297768
天津市宝坻区宝平街道蝶恋新园小区,天津市,天津市,宝坻区,39.712849,1,117.284096
天津市宝坻区钰华街道顺驰小区,天津市,天津市,宝坻区,39.715565,1,117.330261
天津市宝坻区史各庄镇陈甫村,天津市,天津市,宝坻区,39.730458,1,117.244398
天津市宝坻区宝平街道逸城雅园小区,天津市,天津市,宝坻区,39.70504,1,117.30162
天津市宝坻区海滨街道蓝水湾小区,天津市,天津市,宝坻区,39.739964,1,117.299263
天津市宝坻区林亭口镇林亭口五村,天津市,天津市,宝坻区,39.636753,3,117.517996
天津市宝坻区牛道口镇西四庄村,天津市,天津市,宝坻区,39.827007,1,117.248001
天津市宝坻区大钟庄镇大中庄村,天津市,天津市,宝坻区,39.689512,1,117.574626
天津市宝坻区海滨街道和远领居小区,天津市,天津市,宝坻区,39.731892,1,117.342461
天津市宝坻区钰华街道,天津市,天津市,宝坻区,39.699261,1,117.309227
天津市宝坻区史各庄镇西马各庄村,天津市,天津市,宝坻区,39.73613,1,117.212631
天津市宝坻区宝平街道提香轩小区,天津市,天津市,宝坻区,39.69595,1,117.307243
天津市宝坻区林亭口镇,天津市,天津市,宝坻区,39.635068,1,117.515189
天津市宝坻区林亭口镇林亭口一村,天津市,天津市,宝坻区,39.64529,1,117.49112
天津市滨海新区中新生态城,天津市,天津市,滨海新区,39.116772,1,117.737556
天津市滨海新区万通上北新新家园,天津市,天津市,滨海新区,39.06181,1,117.64769
天津市东丽区揽湖苑别墅,天津市,天津市,东丽区,39.178452,3,117.499031
天津市东丽区华明街道坤园,天津市,天津市,东丽区,39.178581,1,117.379646
天津市西青区杨柳青镇,天津市,天津市,西青区,39.128487,2,117.014046
天津市西青区中北镇溪秀苑小区,天津市,天津市,西青区,39.124432,1,117.093208
天津市津南区双港镇,天津市,天津市,津南区,39.04274,1,117.318703
天津市北辰区普东街强宜里小区,天津市,天津市,北辰区,39.190418,1,117.204941
天津市北辰区双口镇双河村,天津市,天津市,北辰区,39.154682,1,117.017047
天津市北辰区果园新村街,天津市,天津市,北辰区,39.221064,1,117.13822
天津市北辰区瑞景街熙景园小区,天津市,天津市,北辰区,39.208321,1,117.118202
天津市北辰区双口镇,天津市,天津市,北辰区,39.227777,1,117.036548
天津市北辰区瑞景街,天津市,天津市,北辰区,39.1956,1,117.106363
天津市河东区大直沽汇贤里,天津市,天津市,河东区,39.11757,3,117.245313
天津市河东区大王庄街林盛里,天津市,天津市,河东区,39.118836,1,117.238973
天津市河北区望海楼街,天津市,天津市,河北区,39.160986,1,117.207724
天津市河北区望海楼街金庭里小区,天津市,天津市,河北区,39.149685,2,117.19928
天津市南开区王顶堤街金冠里社区,天津市,天津市,南开区,39.098019,1,117.139778
天津市南开区王顶堤街凤园南里社区,天津市,天津市,南开区,39.086243,2,117.148049
天津市武清区汊沽港,天津市,天津市,武清区,39.259186,1,116.930538
安徽省滁州市琅琊区清流街道泰鑫现代城东区,安徽省,滁州市,琅琊区,32.29985,1,118.317131
安徽省滁州市凤阳县官塘镇,安徽省,滁州市,凤阳县,32.68367,7,117.219681
安徽省滁州市天长市天长街道,安徽省,滁州市,天长市,32.679459,2,119.012642
安徽省滁州市天长市汊涧镇,安徽省,滁州市,天长市,32.666061,1,118.775574
安徽省滁州市明光市古沛镇,安徽省,滁州市,明光市,32.990391,1,118.004349
安徽省马鞍山市和县功桥镇,安徽省,马鞍山市,和县,31.571051,2,118.19442
安徽省马鞍山市和县白桥镇,安徽省,马鞍山市,和县,31.528959,10,118.308609
安徽省马鞍山市和县西埠镇,安徽省,马鞍山市,和县,31.76877,1,118.291496
安徽省马鞍山市和县香泉镇,安徽省,马鞍山市,和县,31.87038,1,118.325851
安徽省马鞍山市和县历阳镇清佛村,安徽省,马鞍山市,和县,31.660629,1,118.310677
安徽省马鞍山市历阳镇清佛村,安徽省,马鞍山市,和县,31.660554,1,118.310634
安徽省马鞍山市和县西埠镇范桥村,安徽省,马鞍山市,和县,31.727751,1,118.261584
安徽省马鞍山市当涂县黄池镇,安徽省,马鞍山市,当涂县,31.307631,1,118.606033
安徽省马鞍山市雨山区泰和天成,安徽省,马鞍山市,雨山区,31.655371,3,118.512253
安徽省马鞍山市雨山区红旗花园,安徽省,马鞍山市,雨山区,31.696871,3,118.494743
安徽省马鞍山市雨山区阳光城,安徽省,马鞍山市,雨山区,31.662146,1,118.593468
安徽省马鞍山市花山区同济花园,安徽省,马鞍山市,花山区,31.706181,1,118.515831
安徽省亳州市利辛县城关镇五一路,安徽省,亳州市,利辛县,33.141781,-1,116.207062
安徽省亳州市利辛县城关镇文物所家属院,安徽省,亳州市,利辛县,33.144983,1,116.208334
安徽省亳州市利辛县城关镇港口新村老供销社家属院,安徽省,亳州市,利辛县,33.139309,1,116.201637
安徽省亳州市利辛县城关镇顺河村姚庄,安徽省,亳州市,利辛县,33.132344,-1,116.138678
安徽省亳州市利辛县城关镇黄桥社区,安徽省,亳州市,利辛县,33.149441,-1,116.200844
安徽省亳州市利辛县潘楼镇张大庄村张大庄,安徽省,亳州市,利辛县,33.25433,-1,116.32135
安徽省亳州市利辛县王市镇刘沈村刘寨,安徽省,亳州市,利辛县,33.137622,-1,116.097873
安徽省亳州市利辛县纪王场乡纪竹园庄,安徽省,亳州市,利辛县,33.341079,-1,116.131112
安徽省亳州市利辛县胡集镇李圩村腰西庄,安徽省,亳州市,利辛县,32.956466,-1,116.240559
安徽省亳州市利辛县西潘楼镇张集村东刘,安徽省,亳州市,利辛县,33.214931,-1,116.129055
安徽省亳州市利辛县阚疃镇人民南路,安徽省,亳州市,利辛县,33.010126,-1,116.316764
安徽省亳州市利辛县城关镇金龙国际新城,安徽省,亳州市,利辛县,33.163021,1,116.212128
安徽省亳州市利辛县城关镇中央名城小区,安徽省,亳州市,利辛县,33.144428,1,116.199089
安徽省亳州市利辛县城关镇复兴社区利东东区,安徽省,亳州市,利辛县,33.122826,2,116.206863
安徽省亳州市利辛县城关镇春店社区胜利村,安徽省,亳州市,利辛县,33.156811,2,116.231678
安徽省亳州市利辛县城关镇前进路英伦华帝小区,安徽省,亳州市,利辛县,33.146528,2,116.181322
安徽省亳州市利辛县老二中对面黄寨社区,安徽省,亳州市,利辛县,33.275113,1,116.54902
安徽省亳州市利辛县西潘楼镇东潘楼村,安徽省,亳州市,利辛县,33.197868,1,116.140732
安徽省亳州市利辛县城关镇闫郢村董老寨,安徽省,亳州市,利辛县,33.176289,1,116.212502
安徽省亳州市利辛县胡集镇程刘村张庄,安徽省,亳州市,利辛县,33.025418,1,116.194923
安徽省亳州市利辛县城关镇富康村康洼树庄,安徽省,亳州市,利辛县,33.12735,2,116.276459
安徽省亳州市利辛县城关镇建设路南段金宝贝幼儿园附近,安徽省,亳州市,利辛县,33.131832,1,116.208076
安徽省亳州市利辛县城关镇董老寨村,安徽省,亳州市,利辛县,33.176289,1,116.212502
安徽省亳州市利辛县城关镇复兴社区,安徽省,亳州市,利辛县,33.130921,1,116.207111
安徽省亳州市利辛县城关镇春店社区春店3队,安徽省,亳州市,利辛县,33.153538,3,116.204025
安徽省亳州市利辛县西潘楼镇东潘楼村东潘楼,安徽省,亳州市,利辛县,33.198024,1,116.140152
安徽省亳州市利辛县城关镇前进社区立新巷,安徽省,亳州市,利辛县,33.141883,1,116.207069
安徽省亳州市利辛县城关镇房产局家属院,安徽省,亳州市,利辛县,33.149569,1,116.212252
安徽省亳州市利辛县城北镇建设路南段金宝贝幼儿园附近,安徽省,亳州市,利辛县,33.132956,1,116.210045
安徽省亳州市涡阳县城关镇街道北环中路,安徽省,亳州市,涡阳县,33.516613,-1,116.217339
安徽省亳州市涡阳县城关镇街道医苑新村,安徽省,亳州市,涡阳县,33.490322,-1,116.206589
安徽省亳州市涡阳县新兴镇付庄行政村付庄,安徽省,亳州市,涡阳县,33.654964,-1,116.406102
安徽省亳州市涡阳县新兴镇左楼付庄,安徽省,亳州市,涡阳县,33.654964,-1,116.406102
安徽省亳州市涡阳县星园街道桂语城栖,安徽省,亳州市,涡阳县,33.47234,-1,116.190903
安徽省亳州市涡阳县花沟镇孙小桥行政村李楼,安徽省,亳州市,涡阳县,33.499045,-1,116.127946
安徽省亳州市涡阳县马店集镇李庄行政村李庄,安徽省,亳州市,涡阳县,33.662309,-1,116.268859
安徽省亳州市涡阳县城关街道紫光大道与育英路交口向南,安徽省,亳州市,涡阳县,33.49568,2,116.20342
安徽省亳州市涡阳县城关镇乐行家园,安徽省,亳州市,涡阳县,33.506474,1,116.214256
安徽省亳州市涡阳县新兴镇付庄行政村,安徽省,亳州市,涡阳县,33.756773,1,116.280603
安徽省亳州市涡阳县花沟镇孙小桥行政村,安徽省,亳州市,涡阳县,33.493899,1,116.125285
安徽省亳州市涡阳县新兴镇左楼村,安徽省,亳州市,涡阳县,33.67923,1,116.238281
安徽省亳州市涡阳县新汽车站对面路北小区幸福港湾,安徽省,亳州市,涡阳县,33.494288,1,116.185939
安徽省亳州市涡阳县城关街道巨人印象小区,安徽省,亳州市,涡阳县,33.487793,5,116.196869
安徽省亳州市涡阳县新兴镇左楼行政村大围子自然村,安徽省,亳州市,涡阳县,33.6791,1,116.238275
安徽省亳州市涡阳县花沟镇狄马村,安徽省,亳州市,涡阳县,33.493679,1,116.098152
安徽省亳州市涡阳县巨人印象小区,安徽省,亳州市,涡阳县,33.489349,3,116.196632
安徽省亳州市蒙城县三义镇义兴街,安徽省,亳州市,蒙城县,33.099979,-1,116.475677
安徽省亳州市蒙城县乐土镇双桥村褚尹庄,安徽省,亳州市,蒙城县,33.07975,-1,116.616692
安徽省亳州市蒙城县乐土镇柳林街,安徽省,亳州市,蒙城县,33.107079,-1,116.65197
安徽省亳州市蒙城县城关街道金天地商业街,安徽省,亳州市,蒙城县,33.256069,-1,116.556511
安徽省亳州市蒙城县庄周街道玖隆国际C区,安徽省,亳州市,蒙城县,33.24014,-1,116.56064
安徽省亳州市蒙城县许疃镇赵集村东孙庄,安徽省,亳州市,蒙城县,33.401711,-1,116.785172
安徽省亳州市蒙城县许疃镇闫集村后钱庄,安徽省,亳州市,蒙城县,33.396513,-1,116.666949
安徽省亳州市蒙城县庄周街道桂堰小区,安徽省,亳州市,蒙城县,33.242199,1,116.594292
安徽省亳州市蒙城县楚村镇常兴社区前尹塘庄,安徽省,亳州市,蒙城县,32.955864,1,116.599678
安徽省亳州市谯城区亿丰御景小区,安徽省,亳州市,谯城区,33.838718,-1,115.786133
安徽省亳州市谯城区十八里镇候桥村赵老家,安徽省,亳州市,谯城区,33.78054,-1,115.627296
安徽省亳州市谯城区御花园小区,安徽省,亳州市,谯城区,33.857979,-1,115.76889
安徽省亳州市谯城区薛阁办事处白依路包园新村,安徽省,亳州市,谯城区,33.849411,-1,115.789839
安徽省亳州市谯城区颜集镇曹寺行政村东张庄,安徽省,亳州市,谯城区,33.95237,-1,115.995644
安徽省亳州市谯城区华佗镇程屯村,安徽省,亳州市,谯城区,33.930531,1,115.767792
安徽省亳州市谯城区华佗镇程屯村小王庄,安徽省,亳州市,谯城区,33.94286,1,115.721512
安徽省亳州市谯城区薛阁街道上善名郡上园,安徽省,亳州市,谯城区,33.867942,1,115.75871
安徽省亳州市高新区建投世纪城,安徽省,亳州市,高新区,33.80518,-1,115.761673
安徽省亳州市高新区翡翠庄园,安徽省,亳州市,高新区,33.81929,-1,115.767487
安徽省亳州市高新区豪泽丽景小区,安徽省,亳州市,高新区,33.82769,-1,115.771439
安徽省合肥市包河区宝利丰广场,安徽省,合肥市,包河区,31.83544,-1,117.286774
安徽省合肥市包河区曙宏南苑,安徽省,合肥市,包河区,31.82452,-1,117.275787
安徽省合肥市包河区滨湖明珠西区,安徽省,合肥市,包河区,31.73312,-1,117.28219
安徽省合肥市包河区琼林苑小区,安徽省,合肥市,包河区,31.748102,-1,117.289932
安徽省合肥市包河区豪门金地小区,安徽省,合肥市,包河区,31.706409,-1,117.280571
安徽省合肥市包河区金湾嘉园,安徽省,合肥市,包河区,31.85006,-1,117.306091
安徽省合肥市包河区兴丰苑小区,安徽省,合肥市,包河区,31.850479,-1,117.293159
安徽省合肥市巢湖市凤凰山街道城市之光C区,安徽省,合肥市,巢湖市,31.61656,-1,117.87793
安徽省合肥市巢湖市槐林镇武山居委会,安徽省,合肥市,巢湖市,31.428776,-1,117.610226
安徽省合肥市庐江县冶父山镇冶父山社区,安徽省,合肥市,庐江县,31.269855,-1,117.333885
安徽省合肥市庐江县同大镇施丰村,安徽省,合肥市,庐江县,31.476749,-1,117.29203
安徽省合肥市庐江县庐城镇翠绿园,安徽省,合肥市,庐江县,31.257862,-1,117.294563
安徽省合肥市庐江县柯坦镇城池村,安徽省,合肥市,庐江县,31.189911,-1,117.185913
安徽省合肥市庐江县矾山镇新中村,安徽省,合肥市,庐江县,31.06563,-1,117.432388
安徽省合肥市庐江县罗河镇吉桥村,安徽省,合肥市,庐江县,31.06312,-1,117.237877
安徽省合肥市庐江县罗河镇鲍店村,安徽省,合肥市,庐江县,30.982321,-1,117.392632
安徽省合肥市庐江县金牛镇铺岗村,安徽省,合肥市,庐江县,31.376863,-1,117.169968
安徽省合肥市庐江县泥河镇八里村,安徽省,合肥市,庐江县,31.066971,-1,117.326378
安徽省合肥市庐阳区古城新村,安徽省,合肥市,庐阳区,31.875839,-1,117.25576
安徽省合肥市庐阳区探矿厂宿舍,安徽省,合肥市,庐阳区,31.905523,-1,117.286018
安徽省合肥市庐阳区杏林花园南区,安徽省,合肥市,庐阳区,31.89435,-1,117.2873
安徽省合肥市庐阳区柏景湾青云轩,安徽省,合肥市,庐阳区,31.877001,-1,117.271576
安徽省合肥市庐阳区海亮红玺台小区,安徽省,合肥市,庐阳区,31.89242,-1,117.266151
安徽省合肥市庐阳区海棠别院,安徽省,合肥市,庐阳区,31.893364,-1,117.268982
安徽省合肥市庐阳区四泉花园南区,安徽省,合肥市,庐阳区,31.885321,-1,117.253517
安徽省合肥市庐阳区土产日杂公司宿舍,安徽省,合肥市,庐阳区,31.875229,-1,117.290656
安徽省合肥市庐阳区公园西村,安徽省,合肥市,庐阳区,31.867987,-1,117.285066
安徽省合肥市新站区合郢花园,安徽省,合肥市,新站区,31.90399,-1,117.373077
安徽省合肥市新站区园上园公寓楼,安徽省,合肥市,新站区,31.887011,-1,117.358513
安徽省合肥市新站区家天下3期,安徽省,合肥市,新站区,31.893736,-1,117.324829
安徽省合肥市新站区新海尚宸家园,安徽省,合肥市,新站区,31.898899,-1,117.342247
安徽省合肥市新站区昊天园小区,安徽省,合肥市,新站区,31.933254,-1,117.423203
安徽省合肥市新站区京商商贸城,安徽省,合肥市,新站区,31.928022,-1,117.343521
安徽省合肥市新站区张洼新村,安徽省,合肥市,新站区,31.905239,-1,117.319672
安徽省合肥市新站区金辉悦府小区,安徽省,合肥市,新站区,31.91856,-1,117.324478
安徽省合肥市新站区瑶海佳苑（兴华苑三期）,安徽省,合肥市,新站区,31.9044,-1,117.322212
安徽省合肥市瑶海区临泉花苑小区,安徽省,合肥市,瑶海区,31.88673,-1,117.304039
安徽省合肥市瑶海区元一名城,安徽省,合肥市,瑶海区,31.890617,-1,117.292686
安徽省合肥市瑶海区凤翔家园,安徽省,合肥市,瑶海区,31.87384,-1,117.321709
安徽省合肥市瑶海区华都城市花园,安徽省,合肥市,瑶海区,31.86614,-1,117.376839
安徽省合肥市瑶海区怡馨苑,安徽省,合肥市,瑶海区,31.882,-1,117.30117
安徽省合肥市瑶海区恒丰嘉园,安徽省,合肥市,瑶海区,31.868891,-1,117.324287
安徽省合肥市瑶海区恒大中央广场,安徽省,合肥市,瑶海区,31.875879,-1,117.298576
安徽省合肥市瑶海区斯瑞新景苑,安徽省,合肥市,瑶海区,31.874729,-1,117.367607
安徽省合肥市瑶海区新创益民家园,安徽省,合肥市,瑶海区,31.86816,-1,117.387802
安徽省合肥市瑶海区温莎国际广场,安徽省,合肥市,瑶海区,31.874451,-1,117.309425
安徽省合肥市瑶海区铜陵路工业锅炉厂宿舍,安徽省,合肥市,瑶海区,31.869989,-1,117.32357
安徽省合肥市瑶海区长江东路五里井17栋,安徽省,合肥市,瑶海区,31.867077,-1,117.328751
安徽省合肥市瑶海区芳邻家园,安徽省,合肥市,瑶海区,31.873131,-1,117.333656
安徽省合肥市瑶海区大兴镇合浦新村（恢复楼）,安徽省,合肥市,瑶海区,31.86565,-1,117.354279
安徽省合肥市瑶海区海洲景秀世家2期,安徽省,合肥市,瑶海区,31.88011,-1,117.36676
安徽省合肥市瑶海区马岗社区龙岗管委会宿舍楼,安徽省,合肥市,瑶海区,31.870702,-1,117.386772
安徽省合肥市瑶海区红星家园,安徽省,合肥市,瑶海区,31.882363,-1,117.308982
安徽省合肥市瑶海区香江世纪名城,安徽省,合肥市,瑶海区,31.875299,-1,117.335159
安徽省合肥市肥东县八斗镇王城社区,安徽省,合肥市,肥东县,32.139271,-1,117.67775
安徽省合肥市肥东县店埠镇光大居委会光大新村,安徽省,合肥市,肥东县,31.89065,-1,117.453407
安徽省合肥市肥东县店埠镇凯旋公馆,安徽省,合肥市,肥东县,31.889799,-1,117.448624
安徽省合肥市肥东县店埠镇和平社区汇景新城,安徽省,合肥市,肥东县,31.88685,-1,117.461853
安徽省合肥市肥东县店埠镇定光社区传桥组,安徽省,合肥市,肥东县,31.877176,-1,117.487596
安徽省合肥市肥东县店埠镇定光社区新农村小区,安徽省,合肥市,肥东县,31.877279,-1,117.487785
安徽省合肥市肥东县店埠镇新城社区新城家园,安徽省,合肥市,肥东县,31.86648,-1,117.452271
安徽省合肥市肥东县店埠镇镇南社区,安徽省,合肥市,肥东县,31.881382,-1,117.469696
安徽省合肥市肥东县店埠镇青春社区育红小学宿舍楼,安徽省,合肥市,肥东县,31.884501,-1,117.471291
安徽省合肥市肥东县牌坊回族满族乡民新村,安徽省,合肥市,肥东县,31.949791,-1,117.507352
安徽省合肥市肥东县石塘镇供销社宿舍,安徽省,合肥市,肥东县,31.93203,-1,117.6334
安徽省合肥市肥东县石塘镇新展社区,安徽省,合肥市,肥东县,31.881772,-1,117.597237
安徽省合肥市肥东县石塘镇龙城社区,安徽省,合肥市,肥东县,31.899361,-1,117.567917
安徽省合肥市肥东县陈大郢社区紫玉华府,安徽省,合肥市,肥东县,31.890209,-1,117.420578
安徽省合肥市肥东县马湖乡沙河村,安徽省,合肥市,肥东县,32.047058,-1,117.846298
安徽省合肥市肥东县马湖乡马湖社区,安徽省,合肥市,肥东县,32.06942,-1,117.844467
安徽省合肥市肥东县店埠镇星光嘉苑,安徽省,合肥市,肥东县,31.88942,-1,117.466843
安徽省合肥市肥东县店埠镇双桥新村,安徽省,合肥市,肥东县,31.862881,-1,117.50486
安徽省合肥市肥东县店埠镇桑园村,安徽省,合肥市,肥东县,31.87163,-1,117.585152
安徽省合肥市肥东县店埠镇沿河东路原卫生局宿舍康居苑小区,安徽省,合肥市,肥东县,31.862974,-1,117.468387
安徽省合肥市肥东县梁园镇俞庙村,安徽省,合肥市,肥东县,31.95878,-1,117.576347
安徽省合肥市肥西县上派镇华邦万派城,安徽省,合肥市,肥西县,31.727461,-1,117.164101
安徽省合肥市肥西县上派镇韩圩村,安徽省,合肥市,肥西县,31.68487,-1,117.195953
安徽省合肥市肥西县桃花镇东冠繁华逸城,安徽省,合肥市,肥西县,31.78264,-1,117.172684
安徽省合肥市肥西县桃花镇信地华地城,安徽省,合肥市,肥西县,31.78064,-1,117.1651
安徽省合肥市肥西县铭传乡墩塘村,安徽省,合肥市,肥西县,31.761841,-1,116.786743
安徽省合肥市肥西县山南镇光明村,安徽省,合肥市,肥西县,31.672239,-1,116.772598
安徽省合肥市肥西县上派镇名邦中央公馆,安徽省,合肥市,肥西县,31.705099,-1,117.159912
安徽省合肥市蜀山区中央美域A区,安徽省,合肥市,蜀山区,31.86734,-1,117.236572
安徽省合肥市蜀山区中铁青秀城,安徽省,合肥市,蜀山区,31.8717,-1,117.245049
安徽省合肥市蜀山区内森庄园,安徽省,合肥市,蜀山区,31.815748,-1,117.214027
安徽省合肥市蜀山区和谐家园（长丰南路）,安徽省,合肥市,蜀山区,31.81955,-1,117.246239
安徽省合肥市蜀山区天和园,安徽省,合肥市,蜀山区,31.80793,-1,117.21106
安徽省合肥市蜀山区当代花园,安徽省,合肥市,蜀山区,31.8298,-1,117.2239
安徽省合肥市蜀山区颐和阳光100小区,安徽省,合肥市,蜀山区,31.857639,-1,117.242233
安徽省合肥市蜀山区颐园世家,安徽省,合肥市,蜀山区,31.799419,-1,117.220543
安徽省合肥市蜀山区龙居山庄天龙居,安徽省,合肥市,蜀山区,31.864996,-1,117.241882
安徽省合肥市蜀山区岳西新村B区,安徽省,合肥市,蜀山区,31.85121,-1,117.224106
安徽省合肥市蜀山区通和易居北苑,安徽省,合肥市,蜀山区,31.84676,-1,117.24855
安徽省合肥市蜀山区家家景园3期,安徽省,合肥市,蜀山区,31.859018,-1,117.22957
安徽省合肥市蜀山区安徽电力公司黄山路生活区,安徽省,合肥市,蜀山区,31.842735,-1,117.265233
安徽省合肥市长丰县岗集镇玉成明珠苑,安徽省,合肥市,长丰县,31.946278,-1,117.191658
安徽省合肥市长丰县阿奎利亚城品,安徽省,合肥市,长丰县,31.95619,-1,117.259727
安徽省合肥市长丰县下塘镇顾圩村,安徽省,合肥市,长丰县,32.200266,-1,117.260156
安徽省合肥市长丰县北城世纪城一期颐徽苑,安徽省,合肥市,长丰县,32.005156,-1,117.244935
